lon,lat,ave_ppt_mm
-91.552,31.669,0.12541666666666665
-91.543,31.703,0.10458333333333332
-91.551,31.524,0.19833333333333333
-91.541,31.558,0.16708333333333333
-91.531,31.592,0.15125
-91.522,31.626,0.14625
-91.512,31.660,0.12
-91.503,31.694,0.09916666666666667
-91.549,31.380,0.4483333333333333
-91.539,31.414,0.39625
-91.530,31.448,0.33375
-91.520,31.482,0.2816666666666667
-91.511,31.516,0.23458333333333334
-91.501,31.550,0.18791666666666665
-91.491,31.584,0.14625
-91.482,31.618,0.12541666666666665
-91.472,31.652,0.11458333333333333
-91.463,31.686,0.10458333333333332
-91.547,31.237,0.6254166666666666
-91.538,31.270,0.6254166666666666
-91.528,31.304,0.615
-91.519,31.338,0.5633333333333334
-91.509,31.372,0.47458333333333336
-91.499,31.406,0.4275
-91.490,31.440,0.3754166666666667
-91.480,31.474,0.34375
-91.471,31.508,0.2975
-91.461,31.542,0.24541666666666664
-91.452,31.576,0.18291666666666664
-91.442,31.610,0.14625
-91.432,31.644,0.10999999999999999
-91.423,31.678,0.09916666666666667
-91.555,31.059,0.6358333333333334
-91.545,31.093,0.6620833333333334
-91.536,31.127,0.6725
-91.526,31.161,0.65125
-91.517,31.195,0.5941666666666666
-91.507,31.228,0.5891666666666667
-91.498,31.262,0.59375
-91.488,31.296,0.65125
-91.479,31.330,0.6929166666666666
-91.469,31.364,0.58875
-91.460,31.398,0.5370833333333334
-91.450,31.432,0.5995833333333334
-91.441,31.466,0.4845833333333333
-91.431,31.500,0.3754166666666667
-91.421,31.534,0.3441666666666667
-91.412,31.568,0.3183333333333333
-91.402,31.602,0.27125
-91.392,31.636,0.1825
-91.383,31.670,0.11499999999999999
-91.553,30.916,0.9483333333333333
-91.544,30.950,0.8283333333333333
-91.534,30.983,0.7712499999999999
-91.525,31.017,0.7920833333333333
-91.515,31.051,0.7141666666666667
-91.506,31.085,0.65125
-91.496,31.119,0.6829166666666667
-91.487,31.153,0.6620833333333334
-91.477,31.186,0.58375
-91.468,31.220,0.5529166666666666
-91.458,31.254,0.5525
-91.449,31.288,0.5729166666666666
-91.439,31.322,0.7975
-91.430,31.356,0.8183333333333334
-91.420,31.390,0.7191666666666666
-91.410,31.424,0.6670833333333333
-91.401,31.458,0.6616666666666666
-91.391,31.492,0.5316666666666666
-91.381,31.526,0.3804166666666666
-91.372,31.560,0.3858333333333333
-91.362,31.594,0.4170833333333333
-91.352,31.628,0.365
-91.343,31.662,0.2816666666666667
-91.333,31.696,0.12041666666666666
-91.551,30.773,0.8758333333333334
-91.542,30.806,0.9954166666666667
-91.533,30.840,0.9225
-91.523,30.874,0.8024999999999999
-91.514,30.908,0.8024999999999999
-91.504,30.941,0.7658333333333333
-91.495,30.975,0.7395833333333334
-91.485,31.009,0.7712499999999999
-91.476,31.043,0.7395833333333334
-91.466,31.077,0.6675
-91.457,31.111,0.64625
-91.447,31.144,0.6675
-91.438,31.178,0.6149999999999999
-91.428,31.212,0.5783333333333333
-91.419,31.246,0.5470833333333333
-91.409,31.280,0.5416666666666666
-91.399,31.314,0.5783333333333333
-91.390,31.348,0.7762500000000001
-91.380,31.382,0.8233333333333334
-91.371,31.416,0.7241666666666666
-91.361,31.449,0.7345833333333335
-91.351,31.483,0.6616666666666666
-91.342,31.517,0.49541666666666667
-91.332,31.551,0.41208333333333336
-91.322,31.585,0.4429166666666666
-91.313,31.619,0.5058333333333334
-91.303,31.653,0.52625
-91.293,31.687,0.22916666666666666
-91.550,30.630,1.9433333333333334
-91.540,30.663,1.9487500000000002
-91.531,30.697,1.5420833333333335
-91.522,30.731,1.3179166666666666
-91.512,30.765,1.11
-91.503,30.798,1.11
-91.493,30.832,1.5108333333333335
-91.484,30.866,1.3183333333333331
-91.474,30.900,0.8545833333333333
-91.465,30.933,0.6979166666666666
-91.455,30.967,0.6720833333333333
-91.446,31.001,0.69875
-91.436,31.035,0.7608333333333333
-91.427,31.069,0.6666666666666666
-91.417,31.102,0.615
-91.408,31.136,0.65125
-91.398,31.170,0.6304166666666666
-91.389,31.204,0.6304166666666666
-91.379,31.238,0.5733333333333334
-91.369,31.272,0.5420833333333334
-91.360,31.306,0.5208333333333334
-91.350,31.339,0.5316666666666666
-91.341,31.373,0.6566666666666666
-91.331,31.407,0.745
-91.321,31.441,0.9166666666666666
-91.311,31.475,1.0470833333333334
