lon,lat,ave_ppt_mm
-91.552,31.669,0.2870833333333333
-91.543,31.703,0.27625
-91.551,31.524,0.4066666666666667
-91.541,31.558,0.4066666666666667
-91.531,31.592,0.3179166666666667
-91.522,31.626,0.30791666666666667
-91.512,31.660,0.3129166666666667
-91.503,31.694,0.30291666666666667
-91.549,31.380,0.3812499999999999
-91.539,31.414,0.46458333333333335
-91.530,31.448,0.52625
-91.520,31.482,0.5212499999999999
-91.511,31.516,0.46416666666666667
-91.501,31.550,0.41750000000000004
-91.491,31.584,0.3754166666666667
-91.482,31.618,0.33375
-91.472,31.652,0.30791666666666667
-91.463,31.686,0.30791666666666667
-91.547,31.237,0.48
-91.538,31.270,0.3858333333333333
-91.528,31.304,0.2975
-91.519,31.338,0.3075
-91.509,31.372,0.3183333333333333
-91.499,31.406,0.3854166666666667
-91.490,31.440,0.5575
-91.480,31.474,0.5629166666666666
-91.471,31.508,0.4850000000000001
-91.461,31.542,0.3908333333333333
-91.452,31.576,0.45875
-91.442,31.610,0.4116666666666666
-91.432,31.644,0.37000000000000005
-91.423,31.678,0.3075
-91.555,31.059,0.39125000000000004
-91.545,31.093,0.2920833333333333
-91.536,31.127,0.38083333333333336
-91.526,31.161,0.40666666666666673
-91.517,31.195,0.3754166666666667
-91.507,31.228,0.36541666666666667
-91.498,31.262,0.46416666666666667
-91.488,31.296,0.43249999999999994
-91.479,31.330,0.20875
-91.469,31.364,0.15666666666666665
-91.460,31.398,0.2558333333333333
-91.450,31.432,0.42250000000000004
-91.441,31.466,0.4333333333333333
-91.431,31.500,0.44875000000000004
-91.421,31.534,0.5316666666666666
-91.412,31.568,0.5629166666666666
-91.402,31.602,0.4429166666666666
-91.392,31.636,0.37041666666666667
-91.383,31.670,0.37041666666666667
-91.553,30.916,0.5470833333333334
-91.544,30.950,0.6054166666666667
-91.534,30.983,0.63125
-91.525,31.017,0.5004166666666666
-91.515,31.051,0.44875
-91.506,31.085,0.34958333333333336
-91.496,31.119,0.4483333333333333
-91.487,31.153,0.4795833333333333
-91.477,31.186,0.4229166666666668
-91.468,31.220,0.4220833333333333
-91.458,31.254,0.58375
-91.449,31.288,0.7508333333333334
-91.439,31.322,0.5212499999999999
-91.430,31.356,0.2504166666666667
-91.420,31.390,0.2554166666666667
-91.410,31.424,0.4749999999999999
-91.401,31.458,0.5058333333333334
-91.391,31.492,0.5683333333333334
-91.381,31.526,0.6829166666666665
-91.372,31.560,0.7354166666666666
-91.362,31.594,0.6254166666666666
-91.352,31.628,0.45916666666666667
-91.343,31.662,0.4275
-91.333,31.696,0.3858333333333333
-91.551,30.773,0.9695833333333331
-91.542,30.806,0.81875
-91.533,30.840,0.75625
-91.523,30.874,0.73
-91.514,30.908,0.7716666666666665
-91.504,30.941,0.81875
-91.495,30.975,0.8545833333333333
-91.485,31.009,0.7508333333333331
-91.476,31.043,0.6933333333333332
-91.466,31.077,0.6724999999999999
-91.457,31.111,0.58875
-91.447,31.144,0.6204166666666667
-91.438,31.178,0.5416666666666666
-91.428,31.212,0.6725
-91.419,31.246,0.8337499999999999
-91.409,31.280,0.8754166666666666
-91.399,31.314,0.9329166666666665
-91.390,31.348,0.6774999999999999
-91.380,31.382,0.45875
-91.371,31.416,0.40124999999999994
-91.361,31.449,0.5420833333333334
-91.351,31.483,0.9329166666666665
-91.342,31.517,1.0579166666666666
-91.332,31.551,0.8908333333333333
-91.322,31.585,0.9166666666666666
-91.313,31.619,0.745
-91.303,31.653,0.6516666666666667
-91.293,31.687,0.605
-91.550,30.630,0.62
-91.540,30.663,0.7604166666666666
-91.531,30.697,1.0316666666666665
-91.522,30.731,1.0795833333333331
-91.512,30.765,1.0999999999999999
-91.503,30.798,0.8704166666666665
-91.493,30.832,0.8704166666666665
-91.484,30.866,0.9070833333333334
-91.474,30.900,0.8337499999999999
-91.465,30.933,0.9695833333333331
-91.455,30.967,1.0683333333333331
-91.446,31.001,1.0004166666666665
-91.436,31.035,0.9745833333333332
-91.427,31.069,0.9691666666666666
-91.417,31.102,0.8908333333333333
-91.408,31.136,0.7295833333333334
-91.398,31.170,0.71375
-91.389,31.204,0.7241666666666667
-91.379,31.238,0.8645833333333334
-91.369,31.272,0.9533333333333333
-91.360,31.306,1.1358333333333333
-91.350,31.339,1.20875
-91.341,31.373,1.0108333333333333
-91.331,31.407,0.6987499999999999
-91.321,31.441,0.7608333333333333
-91.311,31.475,1.1674999999999998
-91.302,31.509,1.5629166666666665
-91.292,31.543,1.1724999999999999
-91.282,31.577,0.98
-91.273,31.611,0.7712499999999999
-91.263,31.645,0.735
-91.253,31.679,0.7404166666666666
-91.548,30.487,0.5270833333333335
-91.539,30.521,0.46
-91.529,30.554,0.5166666666666666
-91.520,30.588,0.6983333333333333
-91.511,30.622,0.6575000000000001
-91.501,30.655,0.5524999999999999
-91.492,30.689,0.8445833333333331
-91.482,30.723,1.1099999999999999
-91.473,30.756,1.0062499999999999
-91.463,30.790,0.8762499999999999
-91.454,30.824,0.9541666666666666
-91.444,30.858,0.9279166666666666
-91.435,30.891,1.0008333333333332
-91.425,30.925,1.0895833333333331
-91.416,30.959,1.1054166666666667
-91.406,30.993,1.1933333333333334
-91.397,31.027,1.115
-91.387,31.060,1.1304166666666666
-91.378,31.094,1.0579166666666666
-91.368,31.128,0.9433333333333332
-91.359,31.162,0.8233333333333334
-91.349,31.196,0.7970833333333335
-91.339,31.230,0.7708333333333334
-91.330,31.263,0.8341666666666666
-91.320,31.297,0.9220833333333333
-91.310,31.331,1.0733333333333333
-91.301,31.365,1.1254166666666665
-91.291,31.399,0.9954166666666665
-91.281,31.433,1.0320833333333332
-91.272,31.467,1.3287499999999999
-91.262,31.501,1.6254166666666665
-91.252,31.535,1.32875
-91.242,31.569,0.8962500000000001
-91.233,31.603,0.5058333333333334
-91.223,31.637,0.7245833333333334
-91.213,31.671,0.7141666666666665
-91.546,30.344,0.22958333333333333
-91.537,30.378,0.24541666666666664
-91.528,30.412,0.23458333333333334
-91.518,30.445,0.3758333333333333
-91.509,30.479,0.5116666666666667
-91.500,30.513,0.4904166666666667
-91.490,30.546,0.5841666666666666
-91.481,30.580,0.8033333333333332
-91.471,30.614,0.7770833333333335
-91.462,30.647,0.73
-91.453,30.681,0.7041666666666666
-91.443,30.715,0.9537499999999999
-91.434,30.748,0.9741666666666666
-91.424,30.782,0.9179166666666667
-91.415,30.816,1.0429166666666667
-91.405,30.850,1.2141666666666666
-91.396,30.883,1.1054166666666665
-91.386,30.917,1.0583333333333331
-91.377,30.951,1.0370833333333334
-91.367,30.985,1.1679166666666665
-91.357,31.018,1.2820833333333332
-91.348,31.052,1.0108333333333333
-91.338,31.086,1.0891666666666666
-91.329,31.120,1.1724999999999999
-91.319,31.154,1.0945833333333332
-91.309,31.187,0.8654166666666665
-91.300,31.221,0.7033333333333333
-91.290,31.255,0.6670833333333334
-91.280,31.289,0.6675
-91.271,31.323,0.58875
-91.261,31.357,0.9016666666666665
-91.251,31.391,0.9383333333333331
-91.242,31.425,0.9641666666666667
-91.232,31.459,1.0633333333333332
-91.222,31.493,1.2612499999999998
-91.212,31.526,1.4383333333333335
-91.203,31.560,1.0004166666666665
-91.193,31.594,0.8808333333333332
-91.183,31.628,0.6833333333333335
-91.173,31.662,0.5991666666666666
-91.163,31.696,0.46375000000000005
-91.554,30.169,0.30791666666666667
-91.545,30.202,0.2554166666666667
-91.535,30.236,0.2558333333333333
-91.526,30.269,0.19833333333333333
-91.517,30.303,0.2816666666666667
-91.507,30.336,0.22958333333333333
-91.498,30.370,0.2820833333333333
-91.489,30.404,0.24
-91.479,30.437,0.27125
-91.470,30.471,0.3183333333333333
-91.461,30.504,0.50625
-91.451,30.538,0.6774999999999999
-91.442,30.572,0.7766666666666667
-91.432,30.605,0.9333333333333332
-91.423,30.639,0.94875
-91.413,30.673,0.8650000000000001
-91.404,30.706,0.9020833333333331
-91.394,30.740,0.9595833333333332
-91.385,30.774,1.0733333333333333
-91.375,30.808,1.1883333333333332
-91.366,30.841,1.2774999999999996
-91.356,30.875,1.1624999999999999
-91.347,30.909,0.8808333333333332
-91.337,30.943,0.9745833333333334
-91.328,30.976,1.0479166666666666
-91.318,31.010,1.1366666666666665
-91.308,31.044,1.20375
-91.299,31.078,1.2358333333333333
-91.289,31.112,1.1829166666666666
-91.280,31.145,1.1620833333333331
-91.270,31.179,1.1520833333333331
-91.260,31.213,0.9120833333333332
-91.251,31.247,0.7404166666666666
-91.241,31.281,0.62
-91.231,31.315,0.5841666666666666
-91.221,31.349,0.6258333333333334
-91.212,31.382,0.82375
-91.202,31.416,0.9329166666666667
-91.192,31.450,1.0108333333333333
-91.182,31.484,1.0995833333333331
-91.173,31.518,1.2245833333333331
-91.163,31.552,1.4541666666666666
-91.153,31.586,1.4124999999999999
-91.143,31.620,1.1154166666666665
-91.133,31.654,0.8549999999999999
-91.123,31.688,0.7925
-91.552,30.026,0.39625
-91.543,30.060,0.27666666666666667
-91.534,30.093,0.22999999999999998
-91.524,30.127,0.24
-91.515,30.160,0.2608333333333333
-91.506,30.194,0.33375
-91.496,30.228,0.36000000000000004
-91.487,30.261,0.2554166666666667
-91.478,30.295,0.23458333333333334
-91.468,30.328,0.245
-91.459,30.362,0.20875
-91.450,30.395,0.26625
-91.440,30.429,0.2920833333333333
-91.431,30.463,0.2870833333333333
-91.421,30.496,0.38666666666666666
-91.412,30.530,0.6470833333333332
-91.403,30.564,0.9641666666666665
-91.393,30.597,1.0162499999999999
-91.384,30.631,1.4491666666666667
-91.374,30.665,1.2504166666666665
-91.365,30.698,1.0262499999999999
-91.355,30.732,1.2512499999999998
-91.346,30.766,1.22
-91.336,30.799,1.2404166666666665
-91.327,30.833,1.3183333333333331
-91.317,30.867,1.2562499999999999
-91.307,30.901,1.0633333333333332
-91.298,30.934,0.8708333333333331
-91.288,30.968,0.9799999999999999
-91.279,31.002,1.01125
-91.269,31.036,1.2033333333333334
-91.259,31.070,1.4233333333333331
-91.250,31.103,1.3758333333333335
-91.240,31.137,1.1879166666666667
-91.230,31.171,1.2716666666666665
-91.221,31.205,1.1362499999999998
-91.211,31.239,1.0066666666666666
-91.201,31.272,0.6825
-91.191,31.306,0.6258333333333334
-91.182,31.340,0.6095833333333333
-91.172,31.374,0.7504166666666666
-91.162,31.408,0.5629166666666666
-91.152,31.442,0.9695833333333331
-91.143,31.476,0.8704166666666665
-91.133,31.510,1.0895833333333331
-91.123,31.544,1.6466666666666667
-91.113,31.578,1.8966666666666667
-91.103,31.612,1.7191666666666665
-91.093,31.646,1.2566666666666666
-91.083,31.680,1.2299999999999998
-91.551,29.885,0.42791666666666667
-91.541,29.918,0.45958333333333323
-91.532,29.951,0.4845833333333333
-91.523,29.985,0.5841666666666666
-91.514,30.018,0.45874999999999994
-91.504,30.052,0.37041666666666667
-91.495,30.085,0.3133333333333333
-91.486,30.119,0.24
-91.476,30.152,0.24
-91.467,30.186,0.2870833333333333
-91.458,30.220,0.43249999999999994
-91.448,30.253,0.4429166666666666
-91.439,30.287,0.28125
-91.430,30.320,0.27625
-91.420,30.354,0.24541666666666664
-91.411,30.387,0.38625
-91.401,30.421,0.40166666666666667
-91.392,30.455,0.39125000000000004
-91.382,30.488,0.5212500000000001
-91.373,30.522,0.5683333333333334
-91.364,30.555,1.0429166666666665
-91.354,30.589,1.2145833333333333
-91.345,30.623,1.51625
-91.335,30.656,1.51625
-91.326,30.690,0.8599999999999999
-91.316,30.724,1.1520833333333333
-91.306,30.757,1.2974999999999999
-91.297,30.791,1.2616666666666665
-91.287,30.825,1.2979166666666664
-91.278,30.859,1.1624999999999999
-91.268,30.892,1.2145833333333333
-91.258,30.926,0.9908333333333332
-91.249,30.960,0.9487499999999999
-91.239,30.994,0.9641666666666665
-91.230,31.027,1.0474999999999999
-91.220,31.061,1.2662499999999999
-91.210,31.095,1.45875
-91.201,31.129,1.344166666666667
-91.191,31.163,1.1779166666666667
-91.181,31.196,1.1412499999999999
-91.171,31.230,1.0891666666666666
-91.162,31.264,0.7870833333333332
-91.152,31.298,0.7504166666666666
-91.142,31.332,0.5991666666666667
-91.132,31.366,0.5629166666666666
-91.122,31.400,0.7145833333333332
-91.113,31.434,0.7083333333333334
-91.103,31.467,0.8183333333333332
-91.093,31.501,1.115
-91.083,31.535,1.0787499999999999
-91.073,31.569,1.6725000000000003
-91.063,31.603,2.1208333333333336
-91.053,31.637,1.687916666666667
-91.044,31.671,1.5370833333333334
-91.549,29.743,0.13041666666666665
-91.540,29.776,0.245
-91.530,29.810,0.3183333333333333
-91.521,29.843,0.40166666666666667
-91.512,29.877,0.42291666666666666
-91.503,29.910,0.37041666666666667
-91.493,29.943,0.45916666666666667
-91.484,29.977,0.5629166666666666
-91.475,30.010,0.5579166666666667
-91.466,30.044,0.4691666666666667
-91.456,30.077,0.39625
-91.447,30.111,0.2554166666666667
-91.438,30.144,0.22958333333333333
-91.428,30.178,0.2820833333333333
-91.419,30.211,0.2925
-91.409,30.245,0.48999999999999994
-91.400,30.279,0.41208333333333336
-91.391,30.312,0.44833333333333325
-91.381,30.346,0.48500000000000004
-91.372,30.379,0.5
-91.362,30.413,0.5525000000000001
-91.353,30.446,0.5316666666666666
-91.343,30.480,0.6041666666666666
-91.334,30.514,0.7141666666666667
-91.324,30.547,0.9170833333333333
-91.315,30.581,1.2870833333333334
-91.305,30.615,1.215
-91.296,30.648,1.4799999999999998
-91.286,30.682,1.0366666666666666
-91.277,30.716,0.8912499999999999
-91.267,30.749,1.0791666666666666
-91.258,30.783,1.2299999999999998
-91.248,30.817,1.2462499999999999
-91.238,30.850,1.3183333333333331
-91.229,30.884,1.3341666666666665
-91.219,30.918,1.2145833333333331
-91.209,30.952,1.0374999999999999
-91.200,30.985,0.9279166666666665
-91.190,31.019,0.9175
-91.180,31.053,1.01625
-91.171,31.087,1.4174999999999998
-91.161,31.121,1.4174999999999998
-91.151,31.154,1.2870833333333331
-91.142,31.188,1.1937499999999999
-91.132,31.222,1.1883333333333332
-91.122,31.256,1.1729166666666666
-91.112,31.290,0.9274999999999999
-91.102,31.324,0.7608333333333333
-91.093,31.357,0.64125
-91.083,31.391,0.8237499999999999
-91.073,31.425,0.8858333333333333
-91.063,31.459,0.6833333333333332
-91.053,31.493,0.9325
-91.043,31.527,0.8862499999999999
-91.033,31.561,1.2612499999999998
-91.024,31.595,1.9487500000000002
-91.014,31.629,1.8916666666666668
-91.004,31.663,1.5058333333333334
-90.994,31.697,1.4437499999999999
-91.538,29.635,0.06291666666666666
-91.529,29.668,0.0525
-91.520,29.701,0.10999999999999999
-91.510,29.735,0.08875
-91.501,29.768,0.1725
-91.492,29.802,0.2970833333333333
-91.483,29.835,0.3229166666666667
-91.473,29.869,0.4170833333333333
-91.464,29.902,0.4020833333333333
-91.455,29.935,0.37041666666666667
-91.446,29.969,0.4795833333333333
-91.436,30.002,0.5575
-91.427,30.036,0.5575
-91.418,30.069,0.46916666666666657
-91.408,30.103,0.41208333333333336
-91.399,30.136,0.355
-91.389,30.170,0.2975
-91.380,30.203,0.2870833333333333
-91.371,30.237,0.365
-91.361,30.270,0.65125
-91.352,30.304,0.5579166666666667
-91.342,30.337,0.5525000000000001
-91.333,30.371,0.7554166666666666
-91.323,30.405,0.7083333333333334
-91.314,30.438,0.6879166666666667
-91.304,30.472,0.8491666666666666
-91.295,30.505,0.8916666666666666
-91.285,30.539,1.1158333333333332
-91.276,30.573,1.1408333333333334
-91.266,30.606,1.3029166666666667
-91.257,30.640,1.2195833333333332
-91.247,30.674,1.3337500000000002
-91.238,30.707,0.9854166666666665
-91.228,30.741,0.9274999999999999
-91.218,30.775,1.1154166666666665
-91.209,30.808,1.3029166666666665
-91.199,30.842,1.3858333333333333
-91.189,30.876,1.4174999999999998
-91.180,30.910,1.4437499999999999
-91.170,30.943,1.334583333333333
-91.160,30.977,0.9849999999999999
-91.151,31.011,0.9591666666666665
-91.141,31.045,0.9329166666666665
-91.131,31.078,1.1729166666666668
-91.122,31.112,1.3233333333333335
-91.112,31.146,1.2454166666666666
-91.102,31.180,1.3391666666666666
-91.092,31.214,1.2716666666666667
-91.082,31.247,1.2295833333333333
-91.073,31.281,1.0320833333333332
-91.063,31.315,0.8441666666666666
-91.053,31.349,0.7399999999999999
-91.043,31.383,0.6720833333333335
-91.033,31.417,0.7558333333333332
-91.023,31.451,0.6570833333333334
-91.013,31.485,0.5633333333333334
-91.004,31.518,0.7091666666666666
-90.994,31.552,1.0270833333333333
-90.984,31.586,1.6204166666666666
-90.974,31.620,2.20375
-90.964,31.654,1.7975
-90.954,31.688,1.6366666666666667
-91.500,29.627,0.0625
-91.490,29.660,0.10458333333333332
-91.481,29.693,0.13041666666666665
-91.472,29.727,0.14625
-91.463,29.760,0.1775
-91.453,29.794,0.22458333333333336
-91.444,29.827,0.24541666666666664
-91.435,29.860,0.33874999999999994
-91.426,29.894,0.39666666666666667
-91.416,29.927,0.44333333333333336
-91.407,29.961,0.4175
-91.398,29.994,0.47958333333333325
-91.388,30.028,0.5529166666666667
-91.379,30.061,0.49541666666666667
-91.369,30.095,0.49541666666666667
-91.360,30.128,0.3908333333333333
-91.351,30.162,0.4020833333333333
-91.341,30.195,0.38083333333333336
-91.332,30.229,0.4379166666666667
-91.322,30.262,0.5525000000000001
-91.313,30.296,0.69875
-91.303,30.329,0.64125
-91.294,30.363,0.6675
-91.284,30.396,0.7454166666666665
-91.275,30.430,0.7608333333333334
-91.265,30.464,0.82875
-91.256,30.497,0.8179166666666666
-91.246,30.531,0.9587499999999999
-91.237,30.564,1.2300000000000002
-91.227,30.598,1.1258333333333335
-91.218,30.632,1.1516666666666666
-91.208,30.665,1.1883333333333332
-91.198,30.699,1.0683333333333331
-91.189,30.733,1.0270833333333333
-91.179,30.766,1.0995833333333331
-91.170,30.800,1.1775
-91.160,30.834,1.3241666666666665
-91.150,30.868,1.7825
-91.141,30.901,1.5062500000000003
-91.131,30.935,1.3808333333333334
-91.121,30.969,1.303333333333333
-91.111,31.002,1.0687499999999999
-91.102,31.036,0.9124999999999998
-91.092,31.070,0.9691666666666666
-91.082,31.104,1.0529166666666665
-91.072,31.138,1.1624999999999999
-91.062,31.171,1.2191666666666665
-91.053,31.205,1.32875
-91.043,31.239,1.3287499999999999
-91.033,31.273,1.2770833333333331
-91.023,31.307,1.0733333333333335
-91.013,31.341,0.8337499999999999
-91.003,31.374,0.6625
-90.994,31.408,0.5004166666666666
-90.984,31.442,0.6208333333333332
-90.974,31.476,0.6670833333333334
-90.964,31.510,0.8079166666666667
-90.954,31.544,0.7558333333333334
-90.944,31.578,1.0741666666666665
-90.934,31.612,1.6575
-90.924,31.646,1.9020833333333336
-90.914,31.680,2.0004166666666667
-91.461,29.619,0.08333333333333333
-91.452,29.652,0.10458333333333332
-91.443,29.685,0.10958333333333332
-91.434,29.719,0.15666666666666665
-91.424,29.752,0.16166666666666665
-91.415,29.786,0.21958333333333332
-91.406,29.819,0.2558333333333333
-91.396,29.852,0.21916666666666665
-91.387,29.886,0.33958333333333335
-91.378,29.919,0.4116666666666666
-91.368,29.953,0.40166666666666667
-91.359,29.986,0.45375000000000004
-91.350,30.020,0.5479166666666667
-91.340,30.053,0.5520833333333334
-91.331,30.087,0.5316666666666666
-91.321,30.120,0.40124999999999994
-91.312,30.154,0.42791666666666667
-91.302,30.187,0.2970833333333333
-91.293,30.221,0.4383333333333334
-91.284,30.254,0.5524999999999999
-91.274,30.288,0.5891666666666667
-91.265,30.321,0.7191666666666667
-91.255,30.355,0.6620833333333334
-91.246,30.388,0.8962500000000001
-91.236,30.422,0.8387500000000001
-91.226,30.455,0.9587499999999999
-91.217,30.489,0.7608333333333333
-91.207,30.523,0.7712499999999999
