lon,lat,ave_ppt_mm
-91.552,31.669,0.96375
-91.543,31.703,1.1724999999999999
-91.551,31.524,0.5425
-91.541,31.558,0.58875
-91.531,31.592,0.8387500000000001
-91.522,31.626,0.7658333333333335
-91.512,31.660,0.9533333333333333
-91.503,31.694,1.1566666666666665
-91.549,31.380,0.14083333333333334
-91.539,31.414,0.21916666666666665
-91.530,31.448,0.1725
-91.520,31.482,0.22416666666666665
-91.511,31.516,0.53125
-91.501,31.550,0.6720833333333333
-91.491,31.584,0.96375
-91.482,31.618,0.9429166666666667
-91.472,31.652,0.95375
-91.463,31.686,1.2345833333333334
-91.547,31.237,0.0
-91.538,31.270,0.0
-91.528,31.304,0.0
-91.519,31.338,0.08333333333333333
-91.509,31.372,0.15625
-91.499,31.406,0.16708333333333333
-91.490,31.440,0.24541666666666664
-91.480,31.474,0.19833333333333333
-91.471,31.508,0.36000000000000004
-91.461,31.542,0.7450000000000001
-91.452,31.576,1.2504166666666665
-91.442,31.610,1.2191666666666665
-91.432,31.644,1.0216666666666667
-91.423,31.678,1.3754166666666665
-91.555,31.059,0.3179166666666667
-91.545,31.093,0.2554166666666667
-91.536,31.127,0.09916666666666667
-91.526,31.161,0.015833333333333335
-91.517,31.195,0.0
-91.507,31.228,0.0
-91.498,31.262,0.0
-91.488,31.296,0.0
-91.479,31.330,0.06791666666666667
-91.469,31.364,0.2970833333333333
-91.460,31.398,0.16708333333333333
-91.450,31.432,0.17208333333333334
-91.441,31.466,0.2504166666666667
-91.431,31.500,0.40124999999999994
-91.421,31.534,0.7191666666666667
-91.412,31.568,1.08375
-91.402,31.602,1.52125
-91.392,31.636,1.406666666666667
-91.383,31.670,1.4016666666666666
-91.553,30.916,0.59375
-91.544,30.950,0.10416666666666667
-91.534,30.983,0.0
-91.525,31.017,0.06791666666666667
-91.515,31.051,0.28125
-91.506,31.085,0.42750000000000005
-91.496,31.119,0.20875
-91.487,31.153,0.041666666666666664
-91.477,31.186,0.0
-91.468,31.220,0.0
-91.458,31.254,0.0
-91.449,31.288,0.0
-91.439,31.322,0.02625
-91.430,31.356,0.21375
-91.420,31.390,0.2920833333333333
-91.410,31.424,0.33375
-91.401,31.458,0.3283333333333333
-91.391,31.492,0.46916666666666657
-91.381,31.526,0.6616666666666667
-91.372,31.560,0.7191666666666666
-91.362,31.594,1.2033333333333334
-91.352,31.628,1.5529166666666667
-91.343,31.662,1.5841666666666667
-91.333,31.696,1.3550000000000002
-91.551,30.773,0.14083333333333334
-91.542,30.806,0.04708333333333333
-91.533,30.840,0.04708333333333333
-91.523,30.874,0.53125
-91.514,30.908,0.6666666666666666
