lon,lat,ave_ppt_mm
-91.552,31.669,0.19333333333333333
-91.543,31.703,0.19291666666666665
-91.551,31.524,0.7816666666666666
-91.541,31.558,0.3804166666666666
-91.531,31.592,0.2920833333333333
-91.522,31.626,0.2504166666666667
-91.512,31.660,0.22958333333333333
-91.503,31.694,0.21375
-91.549,31.380,0.7925
-91.539,31.414,1.6150000000000002
-91.530,31.448,1.9120833333333336
-91.520,31.482,1.750416666666667
-91.511,31.516,0.8025000000000001
-91.501,31.550,0.5158333333333334
-91.491,31.584,0.3908333333333333
-91.482,31.618,0.2608333333333333
-91.472,31.652,0.2554166666666667
-91.463,31.686,0.36999999999999994
-91.547,31.237,1.3079166666666666
-91.538,31.270,0.7295833333333333
-91.528,31.304,0.5583333333333335
-91.519,31.338,0.6616666666666666
-91.509,31.372,0.9329166666666665
-91.499,31.406,1.1095833333333334
-91.490,31.440,1.02125
-91.480,31.474,0.9587499999999999
-91.471,31.508,0.7454166666666667
-91.461,31.542,0.8495833333333334
-91.452,31.576,0.6462500000000001
-91.442,31.610,0.3545833333333333
-91.432,31.644,0.3025
-91.423,31.678,0.49
-91.555,31.059,0.9020833333333332
-91.545,31.093,0.605
-91.536,31.127,0.5520833333333334
-91.526,31.161,0.6825
-91.517,31.195,1.1095833333333334
-91.507,31.228,1.3808333333333334
-91.498,31.262,1.1720833333333334
-91.488,31.296,0.6616666666666666
-91.479,31.330,1.01625
-91.469,31.364,1.0004166666666667
-91.460,31.398,0.8654166666666665
-91.450,31.432,1.2662499999999999
-91.441,31.466,1.0370833333333331
-91.431,31.500,1.1620833333333334
-91.421,31.534,1.5525
-91.412,31.568,0.95375
-91.402,31.602,0.5212499999999999
-91.392,31.636,0.3754166666666667
-91.383,31.670,0.2970833333333333
-91.553,30.916,0.6408333333333333
-91.544,30.950,1.1512499999999999
-91.534,30.983,1.0629166666666667
-91.525,31.017,0.8962499999999999
-91.515,31.051,0.8337499999999999
-91.506,31.085,0.6774999999999999
-91.496,31.119,0.5525
-91.487,31.153,0.64125
-91.477,31.186,1.0887499999999999
-91.468,31.220,1.4587500000000002
-91.458,31.254,1.2554166666666668
-91.449,31.288,0.7454166666666667
-91.439,31.322,0.9533333333333333
-91.430,31.356,0.6616666666666666
-91.420,31.390,0.4379166666666667
-91.410,31.424,0.5629166666666666
-91.401,31.458,0.8966666666666666
-91.391,31.492,1.0054166666666666
-91.381,31.526,0.9745833333333332
-91.372,31.560,0.9845833333333333
-91.362,31.594,0.83875
-91.352,31.628,0.45875
-91.343,31.662,0.4483333333333333
-91.333,31.696,0.4895833333333333
-91.551,30.773,0.2920833333333333
-91.542,30.806,0.2658333333333333
-91.533,30.840,0.2658333333333333
-91.523,30.874,0.33916666666666667
-91.514,30.908,0.4429166666666666
-91.504,30.941,0.6616666666666666
-91.495,30.975,1.4641666666666666
-91.485,31.009,1.6879166666666665
-91.476,31.043,1.1933333333333334
-91.466,31.077,0.81875
-91.457,31.111,0.9170833333333333
-91.447,31.144,1.0058333333333334
-91.438,31.178,1.14125
-91.428,31.212,1.5004166666666665
-91.419,31.246,1.2300000000000002
-91.409,31.280,1.3604166666666668
-91.399,31.314,1.6095833333333334
-91.390,31.348,0.95375
-91.380,31.382,0.5475
-91.371,31.416,0.35500000000000004
-91.361,31.449,0.4116666666666666
-91.351,31.483,1.0370833333333331
-91.342,31.517,1.4275
-91.332,31.551,1.2866666666666666
-91.322,31.585,0.8962500000000001
-91.313,31.619,0.6770833333333334
-91.303,31.653,0.65125
-91.293,31.687,0.5783333333333333
