 -91.552  31.669   0.000   0.000   0.000   0.000   0.000   0.500   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.880   0.000   0.880   1.250   0.000  11.250   0.380   0.750   0.500   0.000   0.000
 -91.543  31.703   0.000   0.000   0.000   0.000   0.000   0.880   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.380   0.380   0.000   1.630   0.380   0.750   0.250   0.000   0.000
 -91.551  31.524   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.380   3.750   0.000   0.750   0.000   0.000   0.380   3.750   4.250   0.380   0.500   0.630   0.250
 -91.541  31.558   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   6.880   0.000   1.630   0.000   0.000   0.000   7.500   7.380   0.380   0.500   0.500   0.130
 -91.531  31.592   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.500   0.880   0.880   0.000   0.380   0.000   8.380   3.130   0.500   0.500   0.380   0.000
 -91.522  31.626   0.000   0.000   0.000   0.000   0.000   0.500   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.380   0.000   0.250   1.250   0.000  11.630   0.500   0.500   0.380   0.250   0.000
 -91.512  31.660   0.000   0.000   0.000   0.000   0.000   1.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.250   0.000   0.750   1.750   0.000   7.130   0.250   0.630   0.380   0.000   0.000
 -91.503  31.694   0.000   0.000   0.000   0.000   0.000   1.380   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.750   0.500   0.000   0.630   0.500   0.630   0.000   0.000   0.000
 -91.549  31.380   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.630   2.500   2.380   0.250   0.000   0.250   0.250   0.880   1.000   0.380   0.500   0.380
 -91.539  31.414   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.250   3.130   1.380   0.130   0.000   0.500   0.000   3.000   0.880   0.380   0.500   0.250
 -91.530  31.448   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.500   2.000   8.750   0.500   0.250   0.000   4.750   0.130   3.630   0.630   0.500   0.500   0.380
 -91.520  31.482   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.630   2.130   4.250   0.880   0.250   0.000   4.630   0.500   4.750   0.380   0.380   0.500   0.250
 -91.511  31.516   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.250   0.380   2.750   0.250   1.750   0.000   0.000   0.000   1.380   6.500   0.380   0.380   0.380   0.000
